"","N_B_RNA3","N_B_RNA5","M_W_RNA6","N_B_RNA10","N_B_RNA11","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17"
"ENSG00000239883.8",112,436,291,455,550,435,385,268,546
"ENSG00000239152.1",0,0,0,0,0,0,0,0,0
"ENSG00000264217.2",0,0,0,0,0,0,0,0,0
"ENSG00000265354.3",252,915,1422,720,1161,1316,512,549,987
"ENSG00000265733.1",0,6,5,7,15,2,7,4,5
"ENSG00000266412.5",2603,18626,23320,14354,28227,12932,10313,7544,11445
"ENSG00000263639.5",1870,5637,8390,84161,129703,17008,38952,1527,46891
"ENSG00000280012.2",2,0,18,0,11,9,2,0,0
"ENSG00000264204.2",52,31,182,104,277,27,194,6,72
"ENSG00000263482.3",13,2,2,6,1,0,2,1,2
"ENSG00000274209.4",0,1,6,0,3,5,0,0,0
"ENSG00000279058.2",26,20,40,11,68,37,12,0,12
"ENSG00000273225.4",0,0,0,0,0,0,0,0,0
"ENSG00000279458.2",0,0,0,0,0,0,0,0,0
"ENSG00000264230.8",42,15,6,143,24,0,13,14,237
"ENSG00000285402.1",0,0,4,0,0,0,1,0,0
"ENSG00000285294.1",1,66,77,60,121,76,82,13,49
"ENSG00000213412.3",10,3,9,2,32,32,2,4,7
"ENSG00000204174.7",11,53,46,11,172,17,24,9,39
"ENSG00000204175.5",34,126,46,116,49,9,92,3,126
"ENSG00000204176.13",18,10,11,2,0,6,10,7,12
"ENSG00000231187.2",0,7,11,6,2,6,12,2,6
"ENSG00000229227.8",0,2,0,0,0,0,0,0,0
"ENSG00000165874.13",0,7,9,2,13,10,2,4,2
"ENSG00000272430.1",0,0,0,0,0,0,0,0,0
"ENSG00000229927.2",1,1,6,0,0,1,0,0,1
"ENSG00000274186.1",0,0,0,0,0,0,0,0,0
"ENSG00000285662.1",0,0,0,0,0,0,0,0,0
"ENSG00000280913.2",0,5,0,2,5,0,3,0,0
"ENSG00000265366.6",1,3,8,7,30,0,11,6,4
"ENSG00000215097.3",0,0,2,2,0,0,1,0,1
"ENSG00000204177.10",98,257,249,246,387,236,256,111,233
"ENSG00000238405.1",0,0,0,0,0,0,0,0,0
"ENSG00000243289.1",0,15,5,11,6,5,5,6,4
"ENSG00000150175.13",0,2,8,3,11,7,6,9,14
"ENSG00000204179.10",0,130,311,76,195,126,36,46,33
"ENSG00000266524.2",0,13,2,6,4,0,7,1,13
"ENSG00000263761.2",0,2,0,0,0,0,0,0,0
"ENSG00000265203.1",0,0,0,0,0,0,0,0,0
"ENSG00000265763.3",4,27,0,18,4,7,4,3,30
"ENSG00000265190.6",63,34,20,183,83,61,56,35,620
"ENSG00000270369.1",0,0,0,0,0,0,0,0,0
"ENSG00000189090.7",0,0,0,2,0,0,0,0,0
"ENSG00000224919.1",0,0,0,0,0,0,0,0,0
"ENSG00000204172.12",128,85,105,97,27,121,163,68,129
"ENSG00000254929.6",10,5,2,5,10,0,3,0,3
"ENSG00000252877.1",0,0,0,0,0,0,0,0,0
"ENSG00000251079.6",20,28,32,20,24,36,78,13,72
"ENSG00000265630.2",1,2,5,4,0,0,7,0,2
"ENSG00000215065.3",0,0,0,1,0,0,0,0,1
"ENSG00000266217.2",8,0,0,1,3,0,3,0,1
"ENSG00000264404.2",0,0,0,0,0,0,0,0,0
"ENSG00000189014.7",14,3,4,9,4,18,1,2,12
"ENSG00000276544.1",0,0,0,0,0,0,0,0,0
"ENSG00000226964.1",0,6,10,1,23,12,5,3,3
"ENSG00000277758.4",0,24,5,9,14,3,2,6,7
"ENSG00000276850.4",1,38,13,83,46,64,33,19,171
"ENSG00000264717.5",0,10,9,4,54,0,5,9,18
"ENSG00000273760.1",12,45,4,28,71,15,8,7,22
"ENSG00000276430.2",0,0,0,0,0,0,0,0,0
"ENSG00000265018.6",3,25,13,17,122,0,18,5,22
"ENSG00000252149.1",0,0,0,0,0,0,0,0,0
"ENSG00000270025.2",34,17,8,14,19,20,7,3,21
"ENSG00000278561.1",0,34,12,5,35,0,4,4,9
"ENSG00000170324.20",29,94,82,51,81,16,73,6,100
"ENSG00000285786.1",0,0,0,0,0,0,0,0,0
"ENSG00000225482.1",0,0,0,0,0,0,0,0,0
"ENSG00000107643.16",259,1561,1481,1638,1549,1227,981,601,1816
"ENSG00000279822.1",0,13,0,0,1,0,0,0,1
"ENSG00000128805.14",39,94,17,34,50,4,47,12,29
"ENSG00000248682.1",0,0,0,0,0,0,0,3,1
"ENSG00000231906.1",0,0,0,0,0,0,0,0,0
"ENSG00000251413.1",0,1,0,0,0,0,0,2,0
"ENSG00000236800.1",0,0,0,0,0,0,0,0,0
"ENSG00000128815.19",253,164,85,122,91,80,238,120,106
"ENSG00000228754.1",0,0,0,0,0,0,0,0,0
"ENSG00000228403.1",0,0,0,0,1,0,1,0,0
"ENSG00000241577.1",0,0,0,0,0,0,0,0,0
"ENSG00000165383.11",0,0,0,0,4,17,2,0,0
"ENSG00000233665.8",6,4,1,8,2,0,6,2,0
"ENSG00000226576.1",0,0,0,0,0,0,0,0,0
"ENSG00000264800.1",0,0,0,0,0,0,0,0,0
"ENSG00000165633.12",249,1044,171,344,372,186,658,117,396
"ENSG00000234736.5",0,0,0,0,0,0,0,0,0
"ENSG00000172538.6",0,0,0,0,0,0,0,0,0
"ENSG00000204161.13",54,95,25,68,58,39,87,47,82
"ENSG00000236208.1",0,0,1,0,0,0,0,0,0
"ENSG00000177354.11",1,1,25,0,3,4,0,0,1
"ENSG00000165606.8",0,0,0,0,0,0,0,0,0
"ENSG00000235939.1",0,6,40,7,16,4,0,1,1
"ENSG00000225830.12",372,1905,1725,1767,2347,2021,1400,833,1921
"ENSG00000271237.1",0,0,0,0,0,7,2,0,0
"ENSG00000070748.18",0,0,0,0,0,0,1,6,3
"ENSG00000187714.6",0,0,0,0,0,0,0,0,0
"ENSG00000178645.12",0,0,1,0,0,0,0,0,0
"ENSG00000197444.9",32,80,17,105,33,9,69,770,80
"ENSG00000226389.3",0,0,0,0,0,0,0,0,0
"ENSG00000229870.1",0,0,0,0,0,0,0,0,0
"ENSG00000227345.8",265,1101,1140,858,1350,1472,697,1158,1163
"ENSG00000230166.1",0,0,0,0,0,0,0,0,0
"ENSG00000204152.10",134,231,367,239,360,312,240,113,276
"ENSG00000223111.1",0,14,10,12,1,4,5,5,16
"ENSG00000178440.5",13,28,32,34,24,8,26,15,37
"ENSG00000222108.1",0,0,0,0,0,0,0,0,0
"ENSG00000285803.1",0,0,0,0,0,0,0,0,0
"ENSG00000204149.10",98,118,124,143,209,165,144,73,194
"ENSG00000235618.8",1,12,22,23,12,22,5,18,12
"ENSG00000226631.1",0,0,0,1,0,0,0,0,0
"ENSG00000099290.16",360,1508,2248,1420,1957,2189,1215,1640,1819
"ENSG00000233011.1",0,0,0,0,0,0,0,0,0
"ENSG00000188611.14",11,22,85,8,44,129,51,28,48
"ENSG00000225137.1",5,7,6,7,7,11,6,4,4
"ENSG00000198964.13",253,2116,3060,2185,4265,3387,1520,1649,2267
"ENSG00000279863.1",0,0,0,0,0,0,0,0,0
"ENSG00000225303.2",0,0,0,0,0,0,0,0,0
"ENSG00000238523.1",0,5,0,5,2,0,2,0,4
"ENSG00000226200.6",135,447,255,426,372,173,258,214,390
"ENSG00000231588.1",0,0,0,2,0,0,0,1,0
"ENSG00000231345.3",0,5,0,2,1,0,4,0,4
"ENSG00000232706.3",3,0,5,1,2,3,2,0,0
"ENSG00000226168.1",0,0,0,0,0,0,0,0,0
"ENSG00000230011.2",0,0,0,0,4,0,0,0,0
"ENSG00000213667.3",3,0,1,1,1,0,0,0,2
"ENSG00000204147.10",34,322,196,310,511,271,136,108,172
"ENSG00000148584.14",0,0,7,2,6,14,0,0,8
"ENSG00000229711.1",0,0,0,0,0,0,0,0,0
"ENSG00000236944.1",0,0,0,0,0,0,0,0,0
"ENSG00000261368.1",0,0,0,0,0,0,0,0,0
"ENSG00000185532.16",143,985,109,265,224,114,583,99,510
"ENSG00000223502.1",0,0,0,2,0,0,0,0,1
"ENSG00000231132.1",0,0,0,0,0,0,0,0,0
"ENSG00000207813.1",0,5,0,5,1,0,15,0,9
"ENSG00000235279.1",0,14,2,13,10,13,8,0,19
"ENSG00000213659.4",0,4,1,0,9,0,9,0,14
"ENSG00000177613.8",287,1136,1680,1074,1558,1056,908,682,1265
"ENSG00000236671.8",0,4,0,1,3,0,2,0,9
"ENSG00000107984.9",25,48,53,76,65,30,34,38,309
"ENSG00000213657.3",0,0,1,0,0,0,1,0,0
"ENSG00000227972.1",0,0,0,0,0,0,0,0,0
"ENSG00000231131.7",12,0,1,0,0,0,1,1,3
"ENSG00000165471.6",0,0,0,0,0,0,0,0,0
"ENSG00000201196.1",0,0,0,0,0,0,0,0,0
"ENSG00000285958.1",0,0,0,0,0,0,0,0,0
"ENSG00000227121.1",0,0,3,0,0,0,1,2,0
"ENSG00000231399.1",0,0,0,3,0,0,0,0,0
"ENSG00000226296.1",0,0,0,0,0,0,0,0,0
"ENSG00000252161.1",0,0,0,0,0,0,0,0,0
"ENSG00000233805.1",0,0,0,0,0,0,0,0,0
"ENSG00000150275.18",0,0,0,10,1,0,0,0,6
"ENSG00000252252.1",0,0,0,0,0,0,0,0,0
"ENSG00000234173.1",0,0,0,0,0,0,0,0,0
"ENSG00000224697.1",0,0,0,1,0,0,0,0,0
"ENSG00000221594.1",0,0,0,0,0,0,0,0,0
"ENSG00000236958.1",0,0,0,0,0,0,0,0,0
"ENSG00000236744.2",0,0,0,0,0,0,0,0,2
"ENSG00000223800.1",0,0,0,0,0,0,0,0,0
"ENSG00000228048.1",0,0,0,0,0,0,0,0,0
"ENSG00000249860.3",0,0,0,0,0,1,0,0,0
"ENSG00000236993.2",0,2,0,2,1,0,0,0,1
"ENSG00000270541.1",0,0,0,0,0,0,0,0,0
"ENSG00000122952.16",50,124,284,134,191,321,79,141,95
"ENSG00000238707.1",0,0,0,0,0,0,0,0,0
"ENSG00000264747.1",0,0,0,0,0,0,0,0,0
"ENSG00000235810.1",0,0,0,0,0,0,0,0,0
"ENSG00000223841.1",0,0,0,0,0,0,0,0,0
"ENSG00000270192.1",0,0,0,0,0,0,0,0,0
"ENSG00000232115.1",0,0,0,0,0,0,0,0,0
"ENSG00000151151.5",18,419,574,416,736,649,299,278,381
"ENSG00000180221.6",0,16,5,19,10,0,17,0,6
"ENSG00000122873.11",74,395,526,418,807,856,417,228,420
"ENSG00000228527.1",0,0,0,0,2,0,3,0,0
"ENSG00000261076.1",0,2,0,0,0,0,0,0,0
"ENSG00000072401.14",18,582,846,475,838,853,417,247,453
"ENSG00000108064.10",183,1667,2264,1610,2703,2578,1203,1129,1912
"ENSG00000122870.11",150,384,812,197,829,1863,389,553,285
"ENSG00000183055.5",0,10,12,9,24,50,18,12,9
"ENSG00000252076.1",0,0,0,0,0,0,0,0,0
"ENSG00000237949.1",22,247,429,538,374,166,387,24,663
"ENSG00000226888.2",0,0,0,0,0,0,0,0,0
"ENSG00000226557.1",1,0,0,0,0,0,0,0,0
"ENSG00000165443.11",21,314,59,202,144,32,180,4,271
"ENSG00000148541.12",221,1843,3627,1117,4867,3125,1197,277,834
"ENSG00000236556.1",0,0,0,3,0,0,0,0,0
"ENSG00000235469.1",0,0,0,0,0,0,0,1,0
"ENSG00000235140.2",12,2,125,0,31,20,2,2,3
"ENSG00000165449.11",93,801,1123,599,1004,628,426,83,691
"ENSG00000227877.6",0,0,0,0,0,0,0,0,0
"ENSG00000108091.10",918,3850,5098,3636,5056,5813,2751,2884,6447
"ENSG00000235931.2",0,0,0,0,0,0,0,0,0
"ENSG00000151150.21",1409,4945,8011,5239,9170,6233,3267,1922,5257
"ENSG00000232682.2",0,0,0,3,1,0,1,0,0
"ENSG00000202190.1",0,0,0,0,0,0,0,0,0
"ENSG00000282121.1",0,0,0,0,0,0,0,0,0
"ENSG00000122872.8",0,0,0,0,0,0,0,0,0
"ENSG00000254271.1",2,3,7,2,9,0,2,0,9
"ENSG00000170312.15",32,69,272,48,98,419,56,103,55
"ENSG00000072422.16",143,392,485,196,214,248,272,137,229
"ENSG00000223107.1",0,1,0,3,0,0,2,0,1
"ENSG00000227244.2",5,0,0,0,0,0,2,0,0
"ENSG00000196932.11",20,77,26,66,123,234,78,260,275
"ENSG00000237233.2",0,2,0,3,2,0,1,3,0
"ENSG00000183346.7",38,334,144,78,198,197,70,94,93
"ENSG00000272592.1",0,0,0,0,0,0,0,0,0
"ENSG00000233643.2",0,0,0,2,0,18,0,1,0
"ENSG00000150347.15",1512,8795,14888,5967,14784,19783,4803,4961,5522
"ENSG00000182010.10",49,195,446,157,515,543,183,109,203
"ENSG00000234756.1",0,0,0,0,0,0,0,0,0
"ENSG00000240940.3",0,0,0,0,0,0,0,0,0
"ENSG00000138311.16",25,70,43,31,41,37,83,22,88
"ENSG00000285837.1",0,0,0,0,0,0,0,0,0
"ENSG00000285551.1",0,0,0,0,0,0,0,0,0
"ENSG00000238280.2",0,2,8,0,0,9,5,0,6
"ENSG00000234489.1",0,0,0,0,0,0,0,0,0
"ENSG00000181915.4",143,729,953,681,1197,737,493,537,636
"ENSG00000122877.15",38,12,482,107,59,196,96,92,65
"ENSG00000199446.1",0,0,0,0,0,0,0,0,0
"ENSG00000224301.1",0,0,0,0,0,0,0,0,0
"ENSG00000148572.15",144,392,501,314,448,450,301,204,427
"ENSG00000171988.18",1531,5668,7224,5928,6326,7808,5567,3867,6842
"ENSG00000234369.1",3,0,2,2,2,0,0,3,0
"ENSG00000270421.1",0,0,0,0,0,0,0,0,0
"ENSG00000221063.3",7,50,36,36,38,20,34,5,41
"ENSG00000235816.3",0,0,0,0,0,0,0,1,0
"ENSG00000272767.1",5,22,21,25,14,19,25,0,11
"ENSG00000224412.1",0,0,0,0,0,0,0,0,0
"ENSG00000165476.13",313,3519,3685,2592,5010,6077,2266,1206,3353
"ENSG00000232075.1",0,0,0,0,0,0,1,0,0
"ENSG00000270352.1",0,0,0,0,0,0,0,1,0
"ENSG00000228566.1",6,8,12,10,27,2,2,13,12
"ENSG00000213609.3",13,12,15,9,8,3,8,19,7
"ENSG00000226426.1",0,0,0,0,0,0,0,0,0
"ENSG00000235489.4",11,0,1,3,1,0,0,0,0
"ENSG00000233900.1",0,0,0,0,0,0,0,0,0
"ENSG00000270648.1",0,0,0,0,0,0,0,0,0
"ENSG00000216740.2",0,0,0,1,0,0,0,0,0
"ENSG00000224714.2",0,0,19,1,8,0,0,0,5
"ENSG00000270754.1",0,0,0,0,0,0,0,0,0
"ENSG00000282906.1",0,0,0,0,0,0,0,0,0
"ENSG00000227173.1",0,0,0,0,2,0,0,0,0
"ENSG00000233724.1",0,0,0,0,0,0,0,0,0
"ENSG00000235356.2",0,0,0,0,0,0,0,0,0
"ENSG00000228065.10",25,249,126,201,292,316,221,94,131
"ENSG00000183230.16",9,83,18,15,3,13,14,3,8
"ENSG00000273360.1",0,0,0,0,0,0,0,0,0
"ENSG00000277056.1",0,0,0,0,0,0,0,0,0
"ENSG00000198739.10",8,100,0,7,0,0,0,0,2
"ENSG00000225299.1",0,0,0,0,0,0,0,0,0
"ENSG00000226448.1",0,0,0,0,0,0,0,0,0
"ENSG00000276866.1",0,0,0,0,0,0,0,0,0
"ENSG00000213606.3",0,0,0,0,0,0,0,0,0
"ENSG00000225922.1",0,0,0,0,0,0,0,0,0
"ENSG00000108176.14",15,88,234,45,189,367,52,140,81
"ENSG00000212520.1",0,0,0,0,0,0,0,0,0
"ENSG00000239942.2",1,0,0,3,0,3,3,0,1
"ENSG00000237141.1",0,0,0,0,0,0,0,0,0
"ENSG00000272892.1",0,0,5,4,4,0,1,2,5
"ENSG00000252113.2",0,0,0,0,0,0,0,0,0
"ENSG00000219932.6",6,0,1,4,3,0,1,0,0
"ENSG00000096717.11",211,1163,1646,1229,1443,1837,827,809,1215
"ENSG00000148634.15",415,2489,2366,2164,3430,2996,1722,1175,2582
"ENSG00000226318.1",34,50,23,47,43,35,40,7,42
"ENSG00000266467.2",11,7,5,4,5,0,12,3,6
"ENSG00000236375.3",23,21,21,14,40,15,31,6,16
"ENSG00000138347.15",0,0,30,2,0,2,5,0,0
"ENSG00000222371.1",0,0,0,0,0,0,0,0,0
"ENSG00000179774.8",0,0,0,0,1,0,1,3,1
"ENSG00000233590.1",0,0,1,2,5,0,2,1,2
"ENSG00000234102.1",0,0,0,0,0,0,0,0,0
"ENSG00000108187.15",60,278,351,334,351,473,257,256,306
"ENSG00000096746.17",268,1505,1291,1453,2008,2577,1376,588,1510
"ENSG00000204130.13",285,1467,1313,1185,1799,1669,996,495,1481
"ENSG00000138346.14",43,337,446,377,641,627,236,146,306
"ENSG00000234806.1",0,0,0,0,0,0,0,0,0
"ENSG00000199638.1",0,0,0,0,0,0,0,0,0
"ENSG00000122912.14",536,4853,6714,3838,6451,3888,3150,1191,3987
"ENSG00000226493.1",0,0,0,0,0,0,0,0,0
"ENSG00000207438.1",0,0,0,0,0,0,0,0,0
"ENSG00000214881.4",0,0,0,1,0,0,1,0,1
"ENSG00000138336.8",270,1087,799,783,1119,792,779,532,667
"ENSG00000213025.2",0,0,2,1,5,0,0,1,52
"ENSG00000227583.1",0,37,6,20,20,11,10,4,15
"ENSG00000260400.1",8,70,42,61,92,93,69,30,45
"ENSG00000270494.1",0,0,0,0,0,0,0,0,0
"ENSG00000060339.13",847,3149,3159,3213,4267,5615,2853,2016,3795
"ENSG00000195401.2",0,0,0,0,0,0,0,0,0
"ENSG00000283551.1",0,6,1,3,2,9,7,0,4
"ENSG00000221184.1",0,10,3,5,7,0,5,4,4
"ENSG00000165730.15",60,118,179,85,101,66,113,33,189
"ENSG00000200218.1",0,0,2,3,0,0,0,0,1
"ENSG00000285871.1",0,1,0,0,0,0,0,0,1
"ENSG00000107625.12",305,1448,1447,1417,1663,1219,1143,560,1633
"ENSG00000206855.1",0,0,0,0,0,0,0,0,0
"ENSG00000165732.12",701,2261,10311,2508,4111,7325,2212,2642,3669
"ENSG00000198954.7",161,983,986,888,1168,1166,578,364,990
"ENSG00000214875.2",0,8,1,3,1,12,0,0,2
"ENSG00000229001.1",0,0,0,0,0,0,0,0,0
"ENSG00000122862.4",408,561,1087,423,387,459,744,446,544
"ENSG00000274008.1",16,7,0,6,0,0,4,5,3
"ENSG00000122958.14",234,1577,2292,1519,2202,2795,1197,799,1715
"ENSG00000233163.1",0,0,0,0,0,0,0,0,0
"ENSG00000156502.13",137,531,656,542,617,585,377,395,627
"ENSG00000229261.1",0,5,0,3,7,0,2,0,1
"ENSG00000156510.12",10,16,0,2,9,0,3,0,0
"ENSG00000231748.1",0,0,0,0,0,0,0,0,0
"ENSG00000156515.23",1272,4687,4125,4016,5778,4390,2702,1309,4483
"ENSG00000229197.1",0,0,0,0,0,0,0,0,0
"ENSG00000075073.14",46,69,7,29,20,22,14,5,19
"ENSG00000232734.1",0,0,0,0,0,0,0,0,0
"ENSG00000099282.9",266,820,865,985,593,330,402,460,1146
"ENSG00000233197.1",0,0,0,0,0,0,0,0,0
"ENSG00000122859.4",0,0,0,0,0,0,0,0,0
"ENSG00000236154.1",0,0,0,0,3,0,0,0,0
"ENSG00000230755.1",0,0,0,0,0,0,0,0,0
"ENSG00000235803.1",0,0,0,0,0,0,0,0,0
"ENSG00000235524.1",0,0,0,0,0,0,0,0,0
"ENSG00000231152.1",0,0,0,0,0,0,0,0,0
"ENSG00000226794.1",0,0,0,0,0,0,0,0,0
"ENSG00000171224.8",41,138,147,92,115,17,56,33,93
"ENSG00000235645.2",0,0,0,0,0,0,0,1,0
"ENSG00000230469.1",0,0,0,0,0,0,0,0,0
"ENSG00000197467.14",37,113,23,22,50,0,64,12,21
"ENSG00000224222.1",0,0,0,3,0,5,1,2,0
"ENSG00000099284.13",164,561,444,445,460,147,375,466,432
"ENSG00000042286.14",87,210,102,242,161,20,188,44,191
"ENSG00000156521.13",173,476,578,485,611,111,348,276,477
"ENSG00000079332.14",840,4139,4310,3337,5371,4247,2742,1676,4727
"ENSG00000229097.1",4,7,7,3,2,1,6,3,0
"ENSG00000232142.1",0,0,1,3,0,0,1,1,2
"ENSG00000180817.11",353,1514,4035,1173,2798,3928,1397,1925,2237
"ENSG00000148734.7",14,32,4,12,17,9,9,6,12
"ENSG00000172731.13",62,112,183,37,76,15,52,94,87
"ENSG00000224725.3",0,0,0,0,0,0,0,0,1
"ENSG00000148730.6",1197,3663,3525,3217,3230,2707,2181,1905,4270
"ENSG00000156574.9",0,1,0,0,0,0,0,0,0
"ENSG00000280401.1",18,6,0,4,4,0,12,1,3
"ENSG00000107719.8",176,220,88,89,65,23,221,49,121
"ENSG00000230661.1",0,0,0,0,0,0,0,0,0
"ENSG00000180644.7",27,61,29,19,34,0,43,11,38
"ENSG00000138316.10",0,0,5,2,0,0,2,1,3
"ENSG00000166220.12",0,0,0,0,0,0,0,0,0
"ENSG00000231366.1",0,0,0,0,0,0,0,0,0
"ENSG00000166224.16",851,4477,6572,3563,6652,3845,2323,1863,4037
"ENSG00000166228.8",165,867,2042,806,1365,943,486,604,924
"ENSG00000285300.1",0,0,0,0,0,0,0,0,0
"ENSG00000271409.1",0,0,0,1,0,0,0,0,0
"ENSG00000259267.2",0,0,0,0,0,0,0,0,0
"ENSG00000107731.12",293,925,112,948,236,94,412,93,1304
"ENSG00000237512.6",6,0,4,8,0,0,0,0,2
"ENSG00000198246.8",3,107,158,167,126,148,136,74,214
"ENSG00000279406.1",0,5,7,4,7,20,9,10,10
"ENSG00000107736.20",118,151,24,50,162,11,233,25,97
"ENSG00000223817.1",0,0,0,0,0,0,0,0,0
"ENSG00000214688.5",0,0,0,8,2,0,0,0,1
"ENSG00000107738.19",265,452,218,307,238,37,305,104,388
"ENSG00000274824.1",0,0,0,0,4,0,0,0,0
"ENSG00000197746.13",7345,27697,30098,20200,29864,12159,14376,10440,22956
"ENSG00000238446.1",0,0,1,4,1,0,3,0,3
"ENSG00000230526.1",0,0,0,0,0,0,0,0,0
"ENSG00000122863.5",389,708,472,345,304,201,448,171,478
"ENSG00000272988.1",0,0,0,0,0,0,0,0,0
"ENSG00000107742.12",85,253,116,111,114,65,303,85,204
"ENSG00000138303.17",258,493,456,413,543,522,427,196,530
"ENSG00000200294.1",0,0,0,0,0,0,0,0,0
"ENSG00000226701.1",0,0,2,0,0,0,4,0,0
"ENSG00000166295.8",824,3506,3711,3431,5556,2902,2795,1331,3623
"ENSG00000200170.1",9,33,5,11,29,0,23,5,41
"ENSG00000168209.4",1567,1171,438,2373,1204,243,961,318,4255
"ENSG00000269926.1",0,0,0,2,0,11,0,1,0
"ENSG00000148719.14",337,1268,1904,1123,1775,1105,927,555,1150
"ENSG00000107745.18",332,1406,2019,1242,2115,1757,799,854,1420
"ENSG00000202513.1",0,0,0,1,0,0,0,0,0
"ENSG00000282915.1",0,1,3,2,3,2,8,0,6
"ENSG00000276531.1",0,5,9,3,3,0,2,0,3
"ENSG00000226163.1",0,0,0,0,0,0,0,0,0
"ENSG00000230609.1",0,0,0,0,0,0,0,0,0
"ENSG00000272536.2",0,0,0,0,0,0,0,0,0
"ENSG00000231471.1",0,0,0,0,0,0,0,0,0
"ENSG00000238215.1",0,0,0,0,0,0,0,0,0
"ENSG00000201881.1",0,0,0,0,0,0,0,0,0
"ENSG00000156026.14",83,387,473,434,461,451,223,276,498
"ENSG00000266719.1",0,1,2,9,9,0,3,1,2
"ENSG00000280166.1",0,2,9,7,2,7,6,0,6
"ENSG00000279502.1",0,6,4,9,5,26,7,0,10
"ENSG00000272627.1",0,8,13,20,11,0,11,10,16
"ENSG00000138315.12",0,0,1,1,1,0,0,0,0
"ENSG00000215086.2",6,6,9,2,9,8,2,12,7
"ENSG00000138308.5",0,0,0,2,0,0,3,0,0
"ENSG00000213700.3",25,18,25,22,65,56,23,17,21
"ENSG00000122884.12",209,1334,2347,1113,2884,2580,799,1016,1292
"ENSG00000232646.1",0,0,0,0,0,0,0,0,0
"ENSG00000237768.2",0,0,0,0,0,0,0,0,0
"ENSG00000201047.1",0,1,1,13,4,3,3,3,3
"ENSG00000272630.1",18,43,37,18,43,31,24,17,34
"ENSG00000166321.13",6,46,63,66,96,47,25,20,113
"ENSG00000272599.2",3,52,35,50,61,55,22,20,34
"ENSG00000221164.1",0,25,34,39,37,2,46,8,22
"ENSG00000122882.10",302,1127,1521,1110,1403,1142,734,558,1274
"ENSG00000138286.14",204,876,789,722,1088,784,576,367,770
"ENSG00000213551.4",236,552,731,585,734,762,428,316,640
"ENSG00000199201.1",0,0,0,1,0,0,0,0,0
"ENSG00000227382.1",0,38,33,21,25,0,11,4,25
"ENSG00000236756.4",0,2,5,3,10,0,7,0,10
"ENSG00000182180.13",525,1447,2245,1334,2003,1135,969,1023,1533
"ENSG00000227540.1",26,35,8,43,27,19,9,16,43
"ENSG00000156042.17",89,383,655,552,663,561,381,179,654
"ENSG00000200356.1",0,0,0,0,0,0,0,0,0
"ENSG00000207473.1",0,0,0,0,0,0,0,0,0
"ENSG00000138279.15",864,3056,4266,2525,3975,3436,1962,1650,3530
"ENSG00000233144.1",0,0,0,0,0,0,0,0,0
"ENSG00000229659.1",29,16,5,17,11,25,15,3,14
"ENSG00000166343.9",37,64,14,87,57,25,98,30,79
"ENSG00000107758.15",251,2706,1707,1922,2797,1619,1749,710,1953
"ENSG00000221817.9",48,220,111,252,227,81,195,58,239
"ENSG00000166348.18",1494,3288,14684,4165,6692,7114,2807,2164,6139
"ENSG00000207327.1",0,12,35,18,29,50,6,7,16
"ENSG00000237139.1",0,0,0,0,0,0,0,0,0
"ENSG00000268584.1",0,2,7,6,11,5,9,11,10
"ENSG00000272791.1",0,4,13,5,17,0,6,6,5
"ENSG00000177791.11",13,18,42,12,25,0,18,2,17
"ENSG00000166317.11",0,4,20,0,12,0,0,0,0
"ENSG00000271848.1",0,2,0,1,3,0,3,0,0
"ENSG00000172650.13",0,10,3,6,6,0,8,1,7
"ENSG00000242288.9",0,0,1,4,2,0,1,0,2
"ENSG00000271816.1",12,10,9,17,21,0,16,4,10
"ENSG00000272140.2",13,36,33,39,75,6,39,11,50
"ENSG00000252072.1",0,0,0,0,0,0,0,0,0
"ENSG00000242338.6",13,60,33,39,90,67,52,18,46
"ENSG00000250959.2",13,24,41,60,61,48,39,24,42
"ENSG00000235316.1",16,16,18,26,27,1,40,5,22
"ENSG00000270808.1",0,0,0,1,0,0,0,1,0
"ENSG00000279088.1",18,50,63,52,108,92,68,33,87
"ENSG00000176986.15",1121,3744,5548,3690,5473,2585,2486,1996,4031
"ENSG00000279689.1",26,20,12,11,20,0,10,3,14
"ENSG00000196968.10",136,443,339,285,494,330,243,183,382
"ENSG00000172586.7",85,447,904,485,764,173,321,308,521
"ENSG00000214655.10",967,2535,2501,2167,2554,907,2277,762,2251
"ENSG00000280238.1",0,0,0,0,0,0,0,0,1
"ENSG00000272589.1",0,0,0,0,0,0,0,0,0
"ENSG00000272916.5",0,4,11,7,5,5,6,3,13
"ENSG00000166507.17",0,6,15,8,14,10,15,1,19
"ENSG00000148660.20",557,1455,989,966,1180,625,847,404,899
"ENSG00000224195.1",0,0,0,0,0,0,0,0,0
"ENSG00000229990.3",0,0,0,0,0,0,0,0,0
"ENSG00000122861.15",159,448,139,313,224,138,165,75,316
"ENSG00000222047.8",0,7,2,6,13,25,5,0,6
"ENSG00000035403.17",3223,9541,4678,3003,3383,2680,5994,1525,4512
"ENSG00000225761.1",0,4,7,4,32,3,17,0,6
"ENSG00000185009.12",380,2047,3242,1708,3355,3038,1264,985,2277
"ENSG00000156110.13",235,961,1083,786,1225,1294,574,217,837
"ENSG00000236900.1",0,0,0,0,0,0,0,0,0
"ENSG00000214629.3",17,25,7,18,15,0,15,3,10
"ENSG00000213731.2",0,0,0,0,0,0,0,0,0
