"","M_W_RNA6","N_W_RNA7","M_W_RNA12","N_W_RNA13","M_W_RNA14","N_W_RNA15","M_W_RNA16","M_W_RNA17","N_W_RNA18"
"ENSG00000255058.1",0,0,0,0,0,0,0,0,0
"ENSG00000204710.2",0,0,0,1,0,0,0,0,0
"ENSG00000255200.1",0,1,0,23,2,2,3,14,5
"ENSG00000254614.2",44,24,48,35,14,33,16,35,31
"ENSG00000014216.15",2280,3428,947,2204,2325,3142,1304,3074,2617
"ENSG00000197847.12",8,8,5,27,8,12,2,12,27
"ENSG00000014138.8",49,65,1,51,28,51,48,45,52
"ENSG00000285816.1",7,7,14,2,1,6,0,0,1
"ENSG00000149798.4",1,0,0,2,0,1,1,0,1
"ENSG00000133884.9",664,914,431,799,601,855,775,744,765
"ENSG00000173825.6",7,8,0,3,2,8,6,7,5
"ENSG00000255478.1",1,1,0,0,0,0,0,0,0
"ENSG00000162241.12",302,224,77,193,130,175,149,111,105
"ENSG00000126391.13",555,529,119,559,346,544,246,437,609
"ENSG00000245532.8",44978,31044,28780,32030,27747,34240,64385,48907,66224
"ENSG00000278144.1",0,0,0,0,0,0,0,0,0
"ENSG00000278050.1",0,0,0,0,0,0,0,0,0
"ENSG00000277599.1",0,0,0,0,0,0,0,0,0
"ENSG00000283791.1",0,0,0,0,0,0,0,0,0
"ENSG00000275948.1",0,0,0,1,3,0,0,0,2
"ENSG00000173727.12",34,29,9,39,44,49,21,22,46
"ENSG00000279243.2",0,3,0,1,2,0,4,0,0
"ENSG00000251562.8",332616,323137,388648,578339,395851,545832,343478,500798,651471
"ENSG00000270117.1",7,2,0,0,0,1,1,2,0
"ENSG00000278217.1",0,0,0,0,0,0,0,0,0
"ENSG00000274072.1",0,0,0,0,0,0,0,0,0
"ENSG00000270526.1",0,0,0,0,0,0,0,0,0
"ENSG00000142186.16",2472,2236,1093,1742,1573,2046,1074,1364,1450
"ENSG00000168056.15",476,1040,325,1315,1444,1468,298,1101,1364
"ENSG00000279093.1",0,0,0,0,0,0,0,0,0
"ENSG00000260233.3",13,18,19,35,17,30,27,36,15
"ENSG00000173465.7",164,160,11,102,91,147,94,91,127
"ENSG00000176973.7",167,132,60,55,47,84,97,45,70
"ENSG00000173442.12",482,1138,307,981,974,1030,256,693,969
"ENSG00000173338.12",1,2,0,6,1,2,0,3,2
"ENSG00000173327.7",690,528,148,712,553,681,400,383,552
"ENSG00000197136.4",965,751,143,995,830,888,641,627,878
"ENSG00000266041.1",0,0,0,0,0,0,0,0,0
"ENSG00000213445.9",136,309,31,188,240,218,188,175,221
"ENSG00000265874.1",2,1,0,0,1,1,0,4,2
"ENSG00000173039.18",1915,1490,396,1001,875,1518,970,1026,1440
"ENSG00000285533.1",58,47,0,20,17,31,28,34,17
"ENSG00000239356.3",0,0,0,0,0,0,0,0,0
"ENSG00000172977.12",1534,1593,757,953,917,1417,682,1020,1035
"ENSG00000172922.9",420,485,174,332,301,493,379,384,350
"ENSG00000214659.4",0,0,0,0,0,0,0,0,0
"ENSG00000255557.1",0,0,0,0,0,0,0,0,0
"ENSG00000254470.2",253,305,86,270,239,263,140,215,258
"ENSG00000172818.9",72,56,20,88,46,92,29,77,40
"ENSG00000255120.5",0,0,0,0,0,0,0,0,0
"ENSG00000255404.1",0,1,0,0,0,0,0,1,0
"ENSG00000172757.12",9161,8411,3468,4482,4024,7325,5292,5393,5419
"ENSG00000172803.17",0,9,0,3,3,3,24,3,2
"ENSG00000172732.11",430,374,77,398,363,377,240,284,377
"ENSG00000172638.12",138,531,94,385,412,404,99,341,309
"ENSG00000172543.7",22,42,6,16,23,23,7,32,42
"ENSG00000172500.12",783,858,392,409,337,747,659,549,473
"ENSG00000175602.3",72,40,24,46,36,33,42,13,16
"ENSG00000175592.8",110,39,11,35,22,29,3,19,114
"ENSG00000175573.6",342,290,28,287,193,451,302,226,281
"ENSG00000175550.7",827,792,489,486,571,824,481,453,587
"ENSG00000175513.9",0,1,0,0,0,0,0,0,0
"ENSG00000175467.14",895,854,612,826,718,1093,380,579,783
"ENSG00000254867.1",0,0,0,0,0,0,0,0,1
"ENSG00000175376.8",480,627,277,288,311,631,432,465,511
"ENSG00000175334.7",798,912,387,648,413,829,433,768,627
"ENSG00000175315.2",0,3,3,0,1,0,2,29,3
"ENSG00000175294.5",0,2,0,1,1,4,1,3,1
"ENSG00000175229.6",0,0,0,5,5,3,5,2,0
"ENSG00000087365.15",5026,5277,3495,3415,2844,4793,3059,3676,3786
"ENSG00000255038.1",4,5,13,6,2,7,3,12,2
"ENSG00000175115.11",1699,1725,928,1664,1760,2433,1480,1951,2027
"ENSG00000255320.1",14,13,0,28,5,12,3,8,5
"ENSG00000174996.11",695,709,282,638,626,665,182,445,638
"ENSG00000254461.1",1,1,0,8,3,2,1,5,7
"ENSG00000254855.1",0,1,0,14,13,12,1,2,8
"ENSG00000254762.1",0,0,0,1,0,0,0,0,0
"ENSG00000174903.15",4455,4667,2212,2928,2301,4166,2092,2533,2765
"ENSG00000245156.1",0,2,0,1,0,3,0,0,2
"ENSG00000254452.1",0,0,0,0,0,0,1,0,0
"ENSG00000174871.10",6,0,0,8,1,4,0,14,3
"ENSG00000174851.15",1060,987,199,448,325,651,641,540,587
"ENSG00000179292.4",4,8,0,2,0,1,0,3,1
"ENSG00000254458.1",0,0,0,2,0,0,0,0,0
"ENSG00000174807.3",16,29,17,37,61,31,21,19,8
"ENSG00000174791.10",13,70,14,84,72,56,22,66,83
"ENSG00000254756.1",0,0,0,1,0,0,0,0,0
"ENSG00000174744.13",702,840,352,472,559,694,392,727,608
"ENSG00000174684.6",417,483,172,309,218,406,227,232,136
"ENSG00000255468.7",65,42,34,64,52,96,19,52,43
"ENSG00000174669.11",188,147,55,269,206,246,138,120,173
"ENSG00000276918.1",0,0,0,0,1,0,0,0,0
"ENSG00000254736.1",0,0,0,0,0,0,0,0,0
"ENSG00000202317.1",0,0,0,0,0,0,0,0,0
"ENSG00000254510.1",20,29,0,15,23,30,4,12,8
"ENSG00000174576.9",3,7,12,5,6,3,0,2,2
"ENSG00000201733.1",0,0,0,0,0,0,0,0,0
"ENSG00000174547.13",425,582,180,282,228,417,548,396,430
"ENSG00000254596.1",0,0,0,0,0,0,0,0,0
"ENSG00000174516.14",380,331,132,254,183,306,194,227,177
"ENSG00000255517.6",78,57,22,27,39,63,90,58,46
"ENSG00000254986.7",747,941,489,713,514,728,482,696,769
"ENSG00000256349.1",0,0,0,0,0,0,0,0,0
"ENSG00000174483.19",68,44,3,99,55,78,23,51,78
"ENSG00000174165.7",518,652,319,479,347,667,305,432,510
"ENSG00000248746.5",1,4,0,3,2,2,0,1,1
"ENSG00000250105.1",0,0,0,0,0,0,0,1,0
"ENSG00000174080.10",2909,3348,1256,1233,1051,2307,1287,1333,1335
"ENSG00000182791.4",68,18,11,18,21,37,24,22,19
"ENSG00000173992.8",398,533,122,505,347,631,289,328,432
"ENSG00000199325.1",0,0,0,0,1,1,5,0,0
"ENSG00000239306.4",738,867,231,844,584,1083,574,756,962
"ENSG00000248643.5",37,37,11,64,48,60,40,63,54
"ENSG00000173933.20",746,981,433,649,570,777,846,694,705
"ENSG00000173914.11",364,421,281,345,283,498,272,429,452
"ENSG00000173898.12",8660,4077,4514,4925,3587,5304,2507,2459,3261
"ENSG00000239553.3",16,1,0,14,7,10,3,8,14
"ENSG00000173715.16",856,769,715,684,658,860,596,647,559
"ENSG00000213409.4",0,0,0,0,4,0,0,0,0
"ENSG00000254984.1",0,0,0,0,0,0,0,1,0
"ENSG00000173653.7",256,214,22,189,156,298,136,211,293
"ENSG00000173599.13",1120,927,237,864,487,876,293,488,535
"ENSG00000173621.8",38,26,9,40,36,33,21,10,39
"ENSG00000239099.1",0,0,0,0,0,0,0,0,0
"ENSG00000266423.1",0,2,0,4,3,1,0,2,2
"ENSG00000173237.4",0,0,0,0,0,0,0,0,0
"ENSG00000173227.13",51,99,33,107,71,69,22,82,246
"ENSG00000283326.1",0,0,0,0,0,0,0,0,0
"ENSG00000173156.6",182,173,21,97,110,180,139,96,85
"ENSG00000173120.14",3718,3480,2094,3140,2275,3889,2153,2686,3184
"ENSG00000179038.8",0,0,0,0,0,0,0,0,0
"ENSG00000173020.10",3680,2972,911,2789,2116,3258,1457,1662,1792
"ENSG00000172932.14",286,384,103,349,439,434,147,312,349
"ENSG00000172830.12",571,667,157,736,696,805,234,819,630
"ENSG00000172613.7",184,198,39,238,176,275,102,126,193
"ENSG00000175482.8",199,124,33,107,96,161,38,65,107
"ENSG00000256514.1",0,0,0,0,0,0,0,0,0
"ENSG00000274251.1",8,4,10,8,1,8,5,4,13
"ENSG00000201684.1",8,4,0,8,1,8,5,5,6
"ENSG00000175505.10",274,114,29,44,35,60,70,39,81
"ENSG00000275484.1",14,7,0,21,15,14,9,27,12
"ENSG00000253024.1",0,0,0,0,0,0,0,0,0
"ENSG00000172531.14",2882,3028,883,1879,1496,3057,1622,1834,1803
"ENSG00000175463.11",7,30,0,21,33,20,7,17,42
"ENSG00000172508.10",11,15,0,24,14,33,5,21,14
"ENSG00000175634.14",965,812,133,568,576,910,607,542,643
"ENSG00000255949.1",0,1,2,2,0,0,0,2,0
"ENSG00000213402.2",0,0,0,0,0,0,0,0,0
"ENSG00000172725.13",4002,2646,1340,2129,1549,2762,1021,1295,1450
"ENSG00000175514.2",0,0,0,0,0,0,0,0,0
"ENSG00000175544.13",124,128,81,69,70,77,59,102,50
"ENSG00000172663.8",595,402,36,554,427,538,150,247,296
"ENSG00000110711.9",548,657,318,424,352,656,286,400,337
"ENSG00000276769.1",0,0,0,0,0,0,0,0,0
"ENSG00000110697.12",216,235,43,229,233,239,22,157,218
"ENSG00000167797.7",337,281,186,418,339,587,221,229,321
"ENSG00000167791.13",0,0,0,0,0,0,0,0,0
"ENSG00000283257.1",0,0,0,0,0,0,0,0,0
"ENSG00000084207.16",352,2387,76,1079,1291,2779,303,2922,1932
"ENSG00000184224.3",0,0,0,0,0,0,3,0,0
"ENSG00000255119.1",0,0,0,0,0,0,0,0,0
"ENSG00000167792.12",1795,1644,697,1034,773,1375,1256,968,1013
"ENSG00000231793.5",4,4,0,12,3,5,1,3,8
"ENSG00000167799.9",598,150,153,70,18,108,25,37,68
"ENSG00000167800.9",31,4,0,1,5,1,0,0,0
"ENSG00000132744.7",23,9,0,8,12,5,1,0,12
"ENSG00000227834.1",0,0,0,0,0,0,0,0,0
"ENSG00000132746.14",2250,264,75,66,54,154,196,120,168
"ENSG00000239559.2",6,9,10,4,2,4,16,5,10
"ENSG00000184795.9",0,0,0,0,0,0,0,0,0
"ENSG00000235855.3",0,0,0,0,0,0,0,0,0
"ENSG00000254447.3",0,0,0,0,0,2,0,1,0
"ENSG00000285537.1",0,0,0,0,0,0,0,0,0
"ENSG00000254883.1",0,0,0,0,0,0,0,0,0
"ENSG00000255147.1",0,0,0,0,0,0,0,0,0
"ENSG00000227620.4",0,0,0,0,0,0,0,0,0
"ENSG00000160172.10",121,136,77,110,69,130,82,83,76
"ENSG00000273819.1",0,3,0,2,0,2,0,2,2
"ENSG00000254792.1",0,0,0,1,0,0,0,0,0
"ENSG00000251637.6",0,6,0,4,1,6,0,6,0
"ENSG00000206587.1",0,0,0,0,0,0,0,3,0
"ENSG00000243672.1",0,1,0,3,4,4,0,1,0
"ENSG00000254610.3",0,0,0,10,7,8,0,8,7
"ENSG00000254850.2",0,0,0,0,2,0,0,0,0
"ENSG00000255230.1",0,0,0,0,0,0,0,0,0
"ENSG00000255554.1",0,0,0,0,0,0,0,0,0
"ENSG00000110057.7",230,398,58,197,143,268,153,257,214
"ENSG00000006534.15",34,98,6,58,51,40,24,78,46
"ENSG00000255306.1",1,1,0,7,2,3,0,0,4
"ENSG00000110717.12",810,774,273,536,473,736,420,440,479
"ENSG00000284293.1",0,0,0,0,0,0,0,0,0
"ENSG00000284435.1",0,0,0,0,0,0,0,0,0
"ENSG00000110719.9",270,379,56,661,494,561,73,299,477
"ENSG00000275022.1",0,0,0,0,1,2,0,1,5
"ENSG00000255031.5",7,35,42,34,41,41,6,45,50
"ENSG00000110721.11",2019,1621,1225,1380,901,1686,1866,1519,1562
"ENSG00000255236.2",2,0,0,0,1,0,1,0,3
"ENSG00000110066.14",3215,4210,4342,2553,2089,3459,2445,2952,2827
"ENSG00000171067.10",545,610,287,290,313,541,420,329,468
"ENSG00000162337.11",1192,1033,523,1533,1137,1498,1192,871,1183
"ENSG00000110075.14",7575,9313,7236,5638,4979,7284,5298,6787,6475
"ENSG00000254856.1",0,0,0,0,0,0,0,0,0
"ENSG00000260808.1",0,1,0,0,1,1,2,3,0
"ENSG00000069482.6",44,24,27,4,2,8,19,5,12
"ENSG00000132749.10",209,202,158,147,106,234,265,172,176
"ENSG00000110090.12",3337,3143,1587,3840,2336,4087,3221,2618,3144
"ENSG00000250508.1",64,143,117,104,75,238,7,206,88
"ENSG00000197345.12",584,601,583,481,285,639,598,527,504
"ENSG00000132740.8",734,436,368,743,476,535,274,265,433
"ENSG00000255741.1",0,0,0,0,2,0,0,0,0
"ENSG00000172938.3",0,1,0,1,0,0,0,0,0
"ENSG00000261625.1",0,10,10,10,9,8,11,1,3
"ENSG00000261276.1",0,0,0,0,0,0,0,0,0
"ENSG00000172935.8",66,157,24,134,221,176,53,100,39
"ENSG00000256508.2",0,1,0,3,2,6,0,2,0
"ENSG00000162341.16",373,364,202,451,391,469,165,248,362
"ENSG00000265539.1",2,6,7,7,4,5,1,3,0
"ENSG00000260895.1",0,2,0,5,7,9,4,8,8
"ENSG00000261070.1",0,0,0,0,0,0,0,0,0
"ENSG00000284713.1",3,13,0,10,15,15,2,5,12
"ENSG00000172927.7",0,6,0,17,3,2,2,6,13
"ENSG00000213275.2",0,0,0,0,0,0,0,0,0
"ENSG00000260877.2",0,0,0,0,0,0,0,0,2
"ENSG00000259854.1",0,0,0,0,0,0,0,0,0
"ENSG00000255980.1",0,0,0,0,0,0,0,0,2
"ENSG00000255606.1",0,0,0,0,0,1,1,0,0
"ENSG00000261347.1",0,0,0,0,0,0,0,0,0
"ENSG00000255774.2",0,1,1,1,0,1,0,4,0
"ENSG00000285094.1",0,0,0,0,0,0,0,0,0
"ENSG00000110092.3",4642,6424,4769,3846,3718,5255,3468,4800,3636
"ENSG00000149716.12",281,343,141,325,231,350,204,311,345
"ENSG00000162344.3",0,0,0,0,0,0,1,0,0
"ENSG00000256441.1",0,0,0,0,0,0,0,0,0
"ENSG00000075388.3",0,0,0,0,0,0,0,0,0
"ENSG00000186895.3",0,0,0,0,0,0,0,0,0
"ENSG00000260348.1",0,0,0,0,0,0,0,0,0
"ENSG00000260679.1",0,0,0,0,0,0,0,0,0
"ENSG00000255191.1",0,0,0,0,0,0,0,0,0
"ENSG00000254605.1",0,0,0,3,0,2,0,0,0
"ENSG00000248844.6",0,0,0,0,0,0,0,0,0
"ENSG00000254417.1",0,4,0,0,0,0,0,0,0
"ENSG00000202070.1",0,0,0,0,0,0,0,0,0
"ENSG00000131620.17",269,1053,510,679,718,827,180,1234,946
"ENSG00000255143.1",0,0,2,1,1,0,0,1,0
"ENSG00000254902.1",0,0,0,0,0,0,0,1,4
"ENSG00000168040.4",290,356,111,188,161,314,290,291,256
"ENSG00000254721.1",0,5,0,1,0,2,0,4,0
"ENSG00000131626.18",2482,2857,2816,2051,1684,2527,1458,2195,2611
"ENSG00000255329.1",0,0,0,0,0,0,0,0,0
"ENSG00000254604.1",1,3,0,4,1,1,1,1,5
"ENSG00000221333.1",10,6,0,5,4,10,3,7,6
"ENSG00000254484.1",5,5,0,27,10,10,1,3,12
"ENSG00000255539.1",0,0,0,0,0,0,0,0,0
"ENSG00000254495.1",0,0,0,0,0,0,2,0,0
"ENSG00000246889.2",24,24,32,24,10,14,12,21,15
"ENSG00000085733.15",5792,6108,5215,5073,3414,6366,3027,4665,5541
"ENSG00000162105.18",4120,2343,4171,2513,1683,2601,2633,1472,1836
"ENSG00000227726.1",11,8,0,19,14,15,11,6,3
"ENSG00000279459.1",0,0,0,0,0,0,0,0,0
"ENSG00000226627.1",1,0,0,0,0,0,0,0,0
"ENSG00000236262.1",0,0,0,0,0,0,0,0,0
"ENSG00000207196.1",1,1,0,1,1,1,2,0,2
"ENSG00000280089.1",4,1,3,5,4,9,6,2,1
"ENSG00000171671.6",0,0,0,0,0,0,0,0,0
"ENSG00000263744.1",0,0,0,3,0,1,0,3,1
"ENSG00000172900.12",0,0,0,1,0,1,0,1,0
"ENSG00000172893.15",1324,1691,375,834,600,1782,614,650,715
"ENSG00000254682.1",77,84,21,40,44,74,105,65,41
"ENSG00000172890.12",1082,1287,653,1147,1160,1395,741,1109,1271
"ENSG00000278349.1",0,0,0,0,1,0,0,0,0
"ENSG00000254924.2",0,0,0,0,0,0,0,0,0
"ENSG00000244411.3",0,0,0,2,0,0,0,1,2
"ENSG00000241233.3",0,0,0,2,3,1,0,1,1
"ENSG00000254997.3",0,0,0,2,4,1,1,6,6
"ENSG00000204572.9",2,0,0,0,0,3,0,2,0
"ENSG00000248903.1",0,0,0,0,0,0,0,0,1
"ENSG00000204571.6",0,0,0,0,0,0,0,0,0
"ENSG00000249387.1",0,0,0,0,0,0,0,0,0
"ENSG00000184055.4",0,0,0,0,0,0,0,0,0
"ENSG00000255562.2",0,0,0,0,0,0,0,0,0
"ENSG00000255261.1",0,0,0,0,0,0,1,0,0
"ENSG00000255415.1",0,0,0,0,0,0,0,0,0
"ENSG00000284625.1",0,0,0,0,0,0,0,0,0
"ENSG00000239481.1",0,0,0,0,2,0,0,0,0
"ENSG00000254805.1",0,0,0,0,2,0,0,1,0
"ENSG00000254972.1",1,0,0,0,0,0,0,0,0
"ENSG00000255319.5",0,0,0,0,0,0,0,0,2
"ENSG00000285933.1",166,147,57,108,106,259,32,156,123
"ENSG00000158483.15",111,143,103,118,68,166,94,93,131
"ENSG00000248671.7",20,31,16,33,35,30,10,26,27
"ENSG00000254978.2",12,1,0,3,0,11,0,2,0
"ENSG00000214534.5",5,6,18,15,17,21,14,19,11
"ENSG00000184276.2",0,0,0,1,0,0,0,0,0
"ENSG00000252902.1",2,4,16,4,3,1,2,2,2
"ENSG00000255157.1",0,0,0,0,0,0,0,0,0
"ENSG00000254469.7",106,166,130,149,105,170,133,173,174
"ENSG00000225805.4",0,0,0,0,0,0,0,0,0
"ENSG00000228915.3",0,0,0,0,1,0,0,0,0
"ENSG00000254593.1",0,0,0,1,0,0,0,0,1
"ENSG00000137522.17",826,944,360,608,379,730,350,578,635
"ENSG00000255296.1",0,0,0,0,0,0,0,0,0
"ENSG00000137496.17",92,86,71,205,171,139,32,95,209
"ENSG00000137497.17",27358,20481,12612,23360,22505,28153,15947,17403,14590
"ENSG00000251143.1",17,31,9,27,33,30,10,22,18
"ENSG00000207012.2",6,2,9,0,4,3,5,0,1
"ENSG00000263742.1",1,0,0,7,1,2,2,2,1
"ENSG00000184154.14",352,316,71,149,128,360,227,206,206
"ENSG00000284922.1",0,0,0,0,0,0,0,0,0
"ENSG00000149357.9",1686,1664,291,1008,1070,1522,987,1373,1083
"ENSG00000284844.1",0,0,0,0,0,0,0,0,0
"ENSG00000110200.8",672,635,390,300,281,550,375,354,292
"ENSG00000110203.8",0,0,0,0,0,0,0,1,7
"ENSG00000257075.1",0,0,0,0,0,0,0,0,0
"ENSG00000256518.3",0,0,0,0,0,0,0,0,0
"ENSG00000204971.3",0,0,0,0,0,1,0,1,0
"ENSG00000255860.3",0,0,0,0,0,1,0,0,0
"ENSG00000110195.12",2,65,11,14,17,9,6,72,41
"ENSG00000165457.13",25,33,0,17,15,20,32,27,24
"ENSG00000165458.13",2233,2227,768,2072,1731,2329,1704,1462,1973
"ENSG00000165462.5",0,0,0,0,0,0,0,0,0
"ENSG00000228286.3",0,0,0,0,0,0,0,0,0
"ENSG00000285864.1",0,0,0,0,0,0,0,0,0
"ENSG00000213365.3",0,0,0,0,0,0,0,0,0
"ENSG00000162129.13",1377,1169,1374,682,513,869,733,801,910
"ENSG00000255843.1",0,0,0,0,0,0,0,0,0
"ENSG00000256739.1",0,0,0,0,0,0,0,0,0
"ENSG00000255672.1",0,0,0,0,0,0,0,0,0
"ENSG00000256403.1",0,0,0,0,0,0,0,0,0
"ENSG00000237408.1",0,0,0,0,0,0,0,0,0
"ENSG00000238048.1",0,0,0,0,0,0,0,0,0
"ENSG00000276109.1",0,0,0,0,0,0,0,0,1
"ENSG00000274664.1",0,0,0,0,0,0,0,0,0
"ENSG00000227467.3",0,0,0,0,0,0,0,0,0
"ENSG00000186642.15",55,103,12,103,65,120,38,72,98
"ENSG00000256633.1",0,1,0,0,0,1,0,1,0
"ENSG00000272036.1",0,0,0,0,0,0,0,0,0
"ENSG00000251919.1",0,0,0,0,0,0,0,0,0
"ENSG00000255808.1",0,0,0,0,0,0,0,0,0
"ENSG00000186635.14",1098,1233,738,1597,1188,1488,905,1375,1324
"ENSG00000256007.1",0,0,0,0,0,0,0,0,1
"ENSG00000245148.2",0,0,0,0,1,1,0,0,0
"ENSG00000244134.1",0,0,0,0,0,0,0,0,0
"ENSG00000214530.9",1136,1035,623,895,620,1381,751,853,931
"ENSG00000202522.1",0,0,0,0,0,0,0,0,0
"ENSG00000265064.1",0,1,0,0,0,2,0,0,0
"ENSG00000285693.1",14,23,0,14,9,16,12,12,26
"ENSG00000168010.10",144,199,53,318,239,267,139,198,321
"ENSG00000137478.14",361,643,367,659,585,548,390,520,569
"ENSG00000206638.1",0,0,0,1,0,0,0,0,0
"ENSG00000234751.1",3,0,0,0,2,1,0,1,0
"ENSG00000256568.1",0,0,0,0,0,0,0,1,0
"ENSG00000215841.3",0,1,0,0,5,0,1,0,0
"ENSG00000175591.11",11,59,0,52,52,32,4,123,134
"ENSG00000260401.1",2,31,0,28,34,28,3,89,76
"ENSG00000256347.1",0,0,0,1,2,0,0,1,0
"ENSG00000171631.14",7,3,0,5,14,7,2,2,14
"ENSG00000257038.1",5,3,0,7,5,10,6,0,12
"ENSG00000110237.4",256,696,191,962,912,969,284,632,654
"ENSG00000054967.12",40,46,13,46,28,24,14,17,52
"ENSG00000256928.1",0,0,0,0,0,0,0,0,0
"ENSG00000054965.10",2439,2958,1314,1799,1507,2848,1737,1824,1968
"ENSG00000256448.5",0,1,0,2,4,0,1,0,0
"ENSG00000255786.1",0,0,0,0,0,0,0,0,0
"ENSG00000256148.1",0,0,0,1,0,0,0,0,0
"ENSG00000231726.2",0,0,0,0,0,0,0,0,0
"ENSG00000270323.1",0,0,0,0,0,0,0,0,0
"ENSG00000021300.13",723,504,910,209,158,697,624,466,337
"ENSG00000175582.19",6633,5971,11568,2497,2654,4408,2989,3874,3470
"ENSG00000255928.1",0,0,0,0,0,0,0,0,0
"ENSG00000256034.1",4,3,0,1,2,9,1,0,5
"ENSG00000175581.13",531,525,484,347,209,517,359,380,334
"ENSG00000199975.1",0,1,0,0,1,1,0,2,0
"ENSG00000256681.1",0,0,0,0,1,0,0,0,0
"ENSG00000181924.6",1101,977,1043,549,519,913,777,679,749
"ENSG00000175575.12",544,612,433,593,285,711,432,588,489
"ENSG00000256898.1",1,0,0,0,0,0,0,0,0
"ENSG00000187726.8",7,13,12,16,17,11,7,12,12
"ENSG00000255847.5",0,1,0,0,0,0,0,0,1
"ENSG00000175567.8",67,114,20,84,158,195,33,126,170
"ENSG00000256189.1",0,1,0,1,0,1,1,0,1
"ENSG00000256723.1",6,2,0,1,0,1,3,8,3
"ENSG00000175564.12",20,17,9,28,10,14,16,20,21
"ENSG00000168014.16",1745,1513,1147,1211,1095,1578,1147,1378,1400
"ENSG00000256098.1",0,0,0,0,0,0,0,0,0
"ENSG00000214517.9",1482,1770,978,1135,929,1783,920,1494,1572
"ENSG00000284736.1",0,0,0,0,0,0,0,0,0
"ENSG00000280269.1",32,30,59,30,21,43,22,45,57
"ENSG00000149380.11",262,62,194,89,44,72,70,13,50
"ENSG00000206913.1",0,0,0,0,0,0,0,0,0
"ENSG00000246211.2",0,0,0,0,0,0,0,0,0
"ENSG00000165434.7",2360,1668,1725,611,784,548,575,875,2207
"ENSG00000212961.4",0,1,0,0,0,0,0,0,1
"ENSG00000254631.5",0,0,0,0,0,0,0,0,0
"ENSG00000264402.1",0,0,0,0,0,0,0,0,0
"ENSG00000255440.1",0,1,0,0,0,0,0,1,0
"ENSG00000175538.10",54,165,50,79,90,94,25,130,100
"ENSG00000254928.1",0,0,0,0,0,0,0,0,0
"ENSG00000255444.1",0,0,0,0,0,0,0,0,0
"ENSG00000254974.1",2,1,1,4,5,6,1,15,8
"ENSG00000175536.6",55,95,25,49,19,64,32,71,26
"ENSG00000254837.2",126,202,317,118,88,123,131,195,108
"ENSG00000077514.8",559,765,534,437,417,693,429,660,722
"ENSG00000254500.1",3,0,0,2,0,6,0,4,0
"ENSG00000223202.1",0,0,0,1,0,0,0,0,0
"ENSG00000054938.15",15,43,0,21,64,28,7,18,14
"ENSG00000279353.1",0,1,0,0,1,3,0,0,0
"ENSG00000265902.1",0,0,0,0,2,0,0,0,0
"ENSG00000241097.2",0,0,0,0,0,0,0,0,0
"ENSG00000227615.1",79,70,7,13,22,21,43,34,31
"ENSG00000166439.5",2073,2810,1867,1782,1456,2264,1560,2065,2259
"ENSG00000166435.15",1249,1405,540,604,492,1692,1098,817,569
"ENSG00000278879.1",91,142,64,69,70,160,124,91,69
"ENSG00000242999.3",17,10,21,2,13,8,4,14,10
"ENSG00000241170.3",21,17,97,114,71,34,14,56,65
"ENSG00000118363.11",1440,1675,1767,893,555,1770,856,1169,1073
"ENSG00000200152.1",0,0,0,0,0,0,0,0,0
"ENSG00000162139.9",2009,1194,893,904,757,1374,1190,2072,1046
"ENSG00000284722.2",0,0,0,0,0,1,0,0,2
"ENSG00000234611.1",0,0,0,0,0,0,0,0,0
"ENSG00000213333.3",0,0,0,0,0,0,0,0,0
"ENSG00000171561.4",0,1,0,0,0,0,0,0,0
"ENSG00000255395.1",0,0,0,0,0,0,0,0,0
"ENSG00000137491.14",377,616,125,255,392,219,195,303,478
"ENSG00000254475.1",0,0,0,0,0,0,0,0,0
"ENSG00000255136.2",0,0,0,2,0,0,3,0,0
"ENSG00000255460.1",0,0,0,0,0,0,0,0,0
"ENSG00000261594.3",10,0,0,6,0,4,2,4,2
"ENSG00000254429.1",0,0,0,0,0,0,0,0,0
"ENSG00000279117.1",509,466,320,219,194,388,134,325,265
"ENSG00000137486.16",1343,1255,545,778,683,1527,330,879,742
"ENSG00000254963.1",0,0,0,0,0,0,0,0,0
"ENSG00000199090.1",1,5,0,0,1,12,0,2,6
"ENSG00000149273.14",16266,19932,8670,8514,6818,11998,28918,14773,10254
"ENSG00000206941.1",0,0,0,1,0,2,3,0,0
"ENSG00000207445.1",1874,1918,3286,1763,1673,375,1706,588,606
"ENSG00000149243.15",8,7,0,3,1,1,13,1,2
"ENSG00000158555.14",161,175,22,85,91,73,160,82,93
"ENSG00000254460.1",0,1,0,1,0,0,2,0,0
"ENSG00000149257.14",566,876,271,657,645,703,704,648,925
"ENSG00000255326.1",0,2,0,4,6,5,1,4,4
"ENSG00000171533.11",363,313,280,172,252,350,143,205,154
"ENSG00000255434.1",3,1,0,2,7,3,0,1,1
"ENSG00000254630.1",0,1,0,4,1,8,4,0,2
"ENSG00000255280.1",0,0,0,0,0,0,0,0,0
"ENSG00000166391.14",200,85,331,121,61,190,26,59,187
"ENSG00000263993.2",0,0,0,0,0,0,0,0,0
"ENSG00000247867.2",0,0,0,0,0,0,0,1,0
"ENSG00000062282.14",139,159,121,76,63,133,100,234,160
"ENSG00000254826.1",0,1,0,0,0,0,0,3,4
"ENSG00000254814.1",1,0,0,0,0,0,0,1,0
"ENSG00000255507.5",2,2,0,5,0,3,2,1,0
