"","M_B_RNA1","M_B_RNA2","M_B_RNA4","M_W_RNA6","M_B_RNA8","M_B_RNA9","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17","M_B_RNA19","M_B_RNA20"
"ENSG00000119383.19",1272,1489,657,4045,2429,1094,797,1762,2697,2657,2057,1899
"ENSG00000268707.1",0,9,0,1,2,0,0,14,2,1,3,5
"ENSG00000188483.7",7,4,0,29,15,26,3,14,41,14,2,30
"ENSG00000268050.2",2,0,0,2,0,0,0,1,0,0,0,2
"ENSG00000204055.4",3,3,0,1,3,3,0,13,13,2,1,8
"ENSG00000235007.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241084.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224307.1",6,0,3,1,0,6,1,11,3,23,0,28
"ENSG00000179082.3",12,31,1,10,9,13,0,19,12,30,4,54
"ENSG00000268615.1",0,0,0,1,3,2,0,1,0,1,0,10
"ENSG00000233901.5",38,43,2,16,63,15,22,76,14,114,10,83
"ENSG00000242281.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236146.2",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000230676.1",2,0,7,15,41,3,16,21,1,8,31,0
"ENSG00000226355.1",0,0,0,0,0,1,0,3,0,1,0,0
"ENSG00000261334.1",7,0,0,2,0,21,0,3,0,0,8,0
"ENSG00000204054.13",420,455,237,2883,1696,1577,1026,895,1157,938,2182,1158
"ENSG00000227619.1",17,18,13,5,0,0,0,3,2,6,1,10
"ENSG00000148335.14",97,83,81,289,164,101,68,171,213,238,162,131
"ENSG00000179058.6",3,0,0,0,2,0,0,3,0,0,1,0
"ENSG00000148331.11",239,192,77,392,307,222,93,252,209,378,297,335
"ENSG00000234789.1",0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000167157.10",10,25,22,4,0,14,21,19,4,12,0,20
"ENSG00000236024.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148344.10",51,68,188,296,57,67,202,101,106,176,53,173
"ENSG00000233909.1",0,0,0,0,0,0,7,0,0,0,0,0
"ENSG00000136816.15",285,224,184,1433,744,142,1206,429,1067,708,919,563
"ENSG00000136827.11",381,237,238,1279,746,217,720,544,1129,916,767,756
"ENSG00000136819.15",334,341,288,1663,1139,332,2619,779,1392,1082,1349,856
"ENSG00000136878.12",319,506,346,816,584,499,147,724,479,710,702,558
"ENSG00000276124.1",1,0,0,1,0,4,0,0,0,1,2,2
"ENSG00000224988.1",0,0,0,3,0,0,0,0,0,0,1,0
"ENSG00000187239.16",695,1000,952,2047,1518,1194,2156,2172,1360,1768,1704,1464
"ENSG00000230684.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270755.1",0,0,0,0,2,1,0,0,0,2,1,0
"ENSG00000148358.19",1425,1118,1159,4680,3580,1000,3807,2177,2953,3810,3244,3003
"ENSG00000223188.1",0,0,0,0,0,3,0,2,1,2,1,6
"ENSG00000196979.1",0,9,0,5,0,1,0,0,0,2,0,0
"ENSG00000107130.9",216,224,630,584,429,312,174,750,393,560,176,529
"ENSG00000148357.16",42,185,77,131,69,61,38,104,49,64,30,107
"ENSG00000264169.2",9,6,6,1,12,60,0,43,2,10,2,3
"ENSG00000130707.17",366,227,462,417,791,392,218,554,329,3172,156,2379
"ENSG00000107164.15",412,498,359,1943,1505,489,1809,1109,1258,1499,1303,1243
"ENSG00000277713.1",0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000232172.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130711.3",0,0,0,2,0,0,0,0,1,0,0,0
"ENSG00000130713.15",232,182,158,712,569,316,561,437,809,694,589,640
"ENSG00000097007.17",864,1377,815,4014,1876,1595,1180,2089,1935,1821,1961,1774
"ENSG00000224797.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188710.2",22,2,0,11,32,0,0,15,15,22,6,6
"ENSG00000130720.12",0,0,0,0,4,1,0,1,2,1,0,1
"ENSG00000236658.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000050555.17",2,35,0,15,10,145,19,12,13,21,33,29
"ENSG00000252582.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000126878.12",135,111,58,561,184,62,566,201,169,298,316,209
"ENSG00000126883.16",851,1100,997,2265,1833,928,1546,1615,1791,2055,2128,1760
"ENSG00000252622.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000236986.6",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000246851.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000226987.1",0,2,0,0,0,1,0,0,0,1,0,0
"ENSG00000126882.12",9,14,21,32,23,23,27,38,32,45,40,53
"ENSG00000160539.5",7,23,6,6,2,13,9,25,6,12,0,12
"ENSG00000285287.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130723.19",2387,3835,2003,9666,5553,4061,4436,5369,5920,6142,6068,6451
"ENSG00000235284.1",0,0,0,0,0,0,0,3,0,3,4,1
"ENSG00000231587.1",1,0,0,6,4,4,0,4,5,4,19,3
"ENSG00000176868.2",0,0,0,1,2,5,0,5,6,5,4,3
"ENSG00000130714.15",390,283,166,1077,840,398,461,614,822,603,853,683
"ENSG00000230289.1",0,0,0,0,2,1,0,3,1,1,4,2
"ENSG00000130717.12",284,289,305,617,490,229,177,473,589,562,513,486
"ENSG00000283526.1",63,97,7,199,58,5,17,106,83,103,241,55
"ENSG00000107263.18",478,755,434,1479,936,1000,859,1211,868,944,1060,1213
"ENSG00000240853.3",0,8,0,6,3,12,0,4,1,2,9,14
"ENSG00000231018.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212395.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236687.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160563.13",126,159,104,566,309,87,292,268,246,368,329,229
"ENSG00000196358.10",232,629,24,162,164,293,39,1384,18,235,51,182
"ENSG00000107290.13",2306,2021,1842,7378,8613,1996,7776,6735,6972,10162,5415,9243
"ENSG00000125482.12",170,190,144,548,530,173,563,476,474,603,418,477
"ENSG00000188523.8",0,0,0,1,2,0,12,3,0,0,3,1
"ENSG00000252521.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000125492.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000125485.17",175,252,156,574,479,262,402,473,504,862,415,489
"ENSG00000125484.11",697,580,444,2316,1862,406,1744,1211,2477,1721,1456,1730
"ENSG00000165695.9",23,0,12,55,21,4,6,20,38,28,24,29
"ENSG00000224992.2",3,0,0,1,0,1,6,3,2,4,2,1
"ENSG00000165698.15",53,132,38,175,105,52,48,105,121,99,107,119
"ENSG00000165699.14",712,718,356,1865,1695,739,1988,1254,1802,2214,2147,2175
"ENSG00000165702.14",0,7,0,1,0,1,0,2,2,3,1,6
"ENSG00000263816.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234907.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238558.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196205.8",591,369,505,749,525,63,185,164,949,556,336,429
"ENSG00000148308.17",382,359,240,906,510,311,291,534,612,616,466,576
"ENSG00000273932.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170835.14",26,34,0,12,21,20,0,38,3,136,13,24
"ENSG00000170827.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160271.15",66,60,32,200,134,242,48,135,243,173,150,245
"ENSG00000285245.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148288.12",38,75,28,15,25,58,12,92,35,84,18,96
"ENSG00000171102.14",0,0,0,1,0,0,0,0,2,1,2,0
"ENSG00000119440.8",0,0,13,0,6,0,0,1,0,2,2,3
"ENSG00000175164.14",75,38,138,60,393,34,92,263,7,234,92,178
"ENSG00000201843.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204031.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148296.6",276,489,299,604,630,376,664,677,507,594,612,784
"ENSG00000201451.1",0,11,0,0,0,0,0,0,0,0,1,1
"ENSG00000148297.15",262,339,179,566,299,312,225,465,486,428,480,414
"ENSG00000230064.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148303.16",8120,7626,5621,40504,18323,9263,21887,11180,62120,22435,27270,17855
"ENSG00000206611.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200831.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199744.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252542.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148290.9",299,167,242,936,545,239,286,388,615,665,576,501
"ENSG00000148291.9",43,64,90,246,103,86,174,90,230,103,125,149
"ENSG00000148248.13",2397,1662,1804,7499,5246,1169,4585,2992,5512,4495,4843,3350
"ENSG00000198870.7",7,27,22,24,13,18,9,23,15,18,20,13
"ENSG00000148300.11",184,174,121,440,351,181,390,296,378,369,375,381
"ENSG00000160323.18",64,57,41,77,57,109,26,100,46,75,46,87
"ENSG00000160325.14",90,247,158,665,196,204,79,244,427,277,465,161
"ENSG00000160326.13",8,44,14,2,2,2,15,16,25,9,3,22
"ENSG00000187616.4",0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000197859.9",9,28,13,13,24,64,0,41,32,23,4,34
"ENSG00000196990.8",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000261018.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123454.11",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000225756.1",4,26,0,12,2,7,0,13,0,5,12,14
"ENSG00000123453.17",65,7,14,251,166,9,28,107,3,149,45,82
"ENSG00000160293.16",313,435,131,1127,517,420,1063,534,905,383,1160,692
"ENSG00000235106.9",176,129,94,398,201,196,195,239,324,246,215,236
"ENSG00000169925.16",457,504,367,1163,1055,422,1122,933,1069,956,1337,876
"ENSG00000235138.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271525.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000273249.1",4,0,0,11,4,0,0,2,4,0,3,4
"ENSG00000196363.9",219,195,138,781,483,207,416,343,728,558,414,498
"ENSG00000221676.1",18,40,10,240,142,106,53,344,83,68,192,109
"ENSG00000273473.1",0,0,0,1,5,8,0,4,4,5,2,7
"ENSG00000223729.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279929.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186350.10",687,1204,503,1185,984,703,601,1338,569,1308,770,1595
"ENSG00000263897.1",0,0,0,1,0,7,0,1,0,0,4,0
"ENSG00000223795.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228877.2",0,0,0,1,0,0,0,0,1,2,0,0
"ENSG00000227150.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130635.15",280,1452,413,415,473,1570,197,1318,278,495,138,875
"ENSG00000204011.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264744.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265872.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265848.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264163.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264136.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266827.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266514.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232355.2",0,0,0,1,4,3,0,1,0,4,0,4
"ENSG00000160339.15",22,24,0,3,38,17,9,75,10,27,1,25
"ENSG00000085265.10",17,2,14,30,10,44,5,40,10,11,35,31
"ENSG00000236403.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279935.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130558.19",116,114,172,449,214,42,658,175,224,210,409,296
"ENSG00000227958.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233936.1",3,0,0,0,0,0,0,0,0,1,0,3
"ENSG00000178243.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235572.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224682.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225361.3",52,50,32,134,163,58,122,151,100,122,247,179
"ENSG00000196422.10",151,298,176,607,376,421,318,397,487,412,564,459
"ENSG00000160345.12",20,3,0,44,12,5,13,18,73,40,62,14
"ENSG00000122140.10",172,205,184,600,228,199,153,268,637,338,394,276
"ENSG00000226706.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000160349.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122136.13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000122133.16",0,0,0,0,0,1,5,1,0,0,0,0
"ENSG00000237339.5",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000224045.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236543.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204007.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148386.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165643.10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107147.12",0,3,0,0,1,0,0,0,0,0,2,1
"ENSG00000130559.18",697,552,556,1549,1309,638,1547,1076,1118,1040,1449,1589
"ENSG00000238058.1",6,1,1,24,15,8,34,11,25,15,10,21
"ENSG00000130560.8",196,260,134,523,369,318,368,451,327,523,293,573
"ENSG00000148411.7",251,426,605,804,427,447,381,878,512,568,308,492
"ENSG00000260193.1",0,6,0,0,1,5,0,0,0,2,4,3
"ENSG00000238227.7",142,175,134,533,299,246,82,249,399,239,449,235
"ENSG00000275329.1",0,0,0,0,3,2,0,3,5,1,2,4
"ENSG00000107187.16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165661.16",96,167,83,653,415,275,388,275,505,308,444,291
"ENSG00000260220.6",1,3,0,2,0,0,0,5,0,3,22,5
"ENSG00000279813.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283769.1",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000262075.3",0,3,0,6,0,1,0,1,0,2,2,0
"ENSG00000160360.12",51,239,27,281,63,238,43,170,114,59,151,92
"ENSG00000213221.4",0,3,0,5,0,6,0,2,1,3,7,3
"ENSG00000187796.14",2,48,6,4,17,12,0,27,3,9,6,26
"ENSG00000165684.4",84,238,103,285,148,391,187,280,212,159,359,229
"ENSG00000165689.16",98,215,131,690,328,231,443,233,581,382,407,323
"ENSG00000165688.11",210,356,112,889,537,332,487,472,994,584,537,524
"ENSG00000148384.12",94,173,35,151,95,144,56,163,116,158,84,140
"ENSG00000148396.18",2735,3254,1481,11233,6815,2687,5404,4988,5500,6400,10847,4588
"ENSG00000196366.3",1,14,0,2,2,3,0,1,5,2,4,2
"ENSG00000148400.10",418,1353,565,291,619,365,236,1081,639,807,52,1646
"ENSG00000263403.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227512.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265181.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237886.1",8,0,2,14,3,10,0,20,7,4,1,11
"ENSG00000279141.3",10,32,19,0,15,3,0,10,0,31,2,34
"ENSG00000228401.4",0,0,0,0,0,0,0,0,2,2,0,1
"ENSG00000172889.15",106,160,83,198,171,198,39,141,27,77,29,72
"ENSG00000199161.1",0,0,0,1,0,2,0,0,0,0,0,0
"ENSG00000169692.12",102,119,63,213,105,117,100,235,98,134,68,104
"ENSG00000165716.10",49,66,28,156,49,127,80,62,117,26,91,85
"ENSG00000233016.6",231,196,100,657,415,367,66,217,1225,445,519,363
"ENSG00000280496.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276161.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274998.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281808.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274356.1",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000187922.13",1,0,0,3,4,8,0,2,0,3,0,2
"ENSG00000204003.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267206.5",0,0,0,8,10,1,0,4,2,2,3,0
"ENSG00000278756.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204001.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177984.6",1,0,0,0,0,7,0,2,8,2,0,2
"ENSG00000224662.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244187.7",584,748,268,1409,969,401,43,1371,1148,1773,543,563
"ENSG00000272896.1",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000213213.13",21,24,0,33,30,57,9,107,34,68,9,48
"ENSG00000273066.5",39,65,0,46,125,155,23,169,54,186,62,162
"ENSG00000272679.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228544.1",46,64,1,70,43,109,9,113,57,72,103,69
"ENSG00000196642.18",464,1083,338,1125,717,1297,517,1409,1007,778,773,581
"ENSG00000213212.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265806.1",4,14,0,2,6,32,6,31,10,7,15,8
"ENSG00000232434.2",20,29,22,41,25,82,32,46,86,31,49,38
"ENSG00000054148.17",279,410,261,974,779,270,268,508,763,567,361,508
"ENSG00000177943.13",59,238,44,48,68,126,35,211,77,69,79,125
"ENSG00000107223.12",1105,1371,849,4109,2637,1175,2571,2158,3120,2355,2448,1812
"ENSG00000127191.17",142,263,136,278,195,210,77,276,274,217,156,292
"ENSG00000266507.1",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000213590.2",4,0,0,3,3,1,0,3,2,6,6,12
"ENSG00000260190.1",0,0,9,0,0,1,0,1,1,1,1,1
"ENSG00000159069.13",393,850,539,1332,609,825,301,920,1009,518,603,459
"ENSG00000176919.12",0,11,13,2,0,5,0,1,5,1,3,3
"ENSG00000184925.11",14,30,17,4,11,14,4,25,5,7,33,5
"ENSG00000198454.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107317.12",27,399,157,33,29,12,13,137,12,91,5,69
"ENSG00000284341.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214402.6",0,30,19,0,1,1,0,10,0,7,0,9
"ENSG00000148362.10",83,113,40,184,110,176,61,162,152,96,114,97
"ENSG00000169583.12",4,4,6,5,3,2,0,13,0,6,0,5
"ENSG00000107331.16",345,814,410,1335,570,1574,387,895,838,616,493,545
"ENSG00000180539.7",2,3,0,4,0,10,0,4,0,2,4,2
"ENSG00000180549.7",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000279073.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107281.9",565,1766,244,1431,1040,1252,190,2030,790,1142,1106,606
"ENSG00000054179.11",57,157,36,180,133,94,22,232,53,156,76,90
"ENSG00000236394.2",6,6,0,1,0,4,0,1,1,1,2,2
"ENSG00000229257.2",0,0,0,2,2,5,0,3,0,7,0,4
"ENSG00000186193.8",142,143,46,500,334,223,186,248,508,325,224,97
"ENSG00000231864.2",1,0,0,1,2,4,0,4,0,2,0,0
"ENSG00000197355.10",232,258,49,231,156,328,55,383,286,353,212,222
"ENSG00000268996.3",19,0,16,12,21,4,0,11,35,11,15,6
"ENSG00000177239.14",707,686,453,1854,1220,819,500,1103,1212,1164,1165,1097
"ENSG00000199411.1",0,0,0,0,0,0,0,1,0,0,5,0
"ENSG00000176978.13",432,628,307,1340,609,960,275,816,1131,667,458,495
"ENSG00000176884.14",2,8,0,20,14,7,9,15,0,10,20,1
"ENSG00000184709.7",11,12,5,46,23,42,1,30,5,7,7,1
"ENSG00000261793.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263697.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185863.7",3,8,0,13,4,7,0,3,5,7,2,2
"ENSG00000176248.8",173,375,207,534,347,570,101,575,345,384,480,340
"ENSG00000176101.11",167,218,195,534,296,263,64,355,295,213,298,177
"ENSG00000176058.12",115,143,48,1273,291,271,192,108,258,111,432,135
"ENSG00000187713.6",114,113,196,498,325,76,187,212,348,490,232,328
"ENSG00000188566.13",50,138,55,111,77,80,48,126,52,110,102,52
"ENSG00000284976.1",155,216,78,404,163,228,52,289,222,171,307,103
"ENSG00000212864.3",4,14,19,6,8,8,0,10,24,9,7,6
"ENSG00000197191.4",1,1,0,10,7,14,0,18,15,7,27,8
"ENSG00000233198.3",0,0,0,8,1,7,0,6,0,2,8,3
"ENSG00000198569.9",0,0,0,0,2,3,0,3,0,1,0,2
"ENSG00000188229.5",2023,1565,1477,10447,4957,940,4167,2663,4127,3852,3110,2567
"ENSG00000188163.7",2,0,0,0,0,5,0,1,1,0,5,3
"ENSG00000275549.1",22,4,2,7,12,9,0,11,15,6,14,13
"ENSG00000197768.10",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000188986.6",298,513,146,787,453,325,196,542,516,404,527,376
"ENSG00000198113.2",1,4,13,12,4,16,0,17,10,41,6,31
"ENSG00000270259.2",0,0,0,0,6,0,0,0,0,0,0,0
"ENSG00000260996.1",0,0,0,0,0,1,0,0,3,2,0,6
"ENSG00000198435.3",47,18,0,57,69,19,27,36,118,51,25,145
"ENSG00000187609.15",85,359,79,154,102,337,28,255,61,115,180,178
"ENSG00000188747.8",71,160,33,111,92,155,2,162,48,73,101,67
"ENSG00000188833.9",8,0,0,8,5,5,0,6,1,3,0,9
"ENSG00000165802.22",110,299,105,262,191,542,162,542,232,211,443,201
"ENSG00000284317.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130653.15",977,1370,310,1558,1018,3490,229,2664,399,1166,2075,1069
"ENSG00000182154.7",168,211,35,560,351,372,122,485,207,225,496,129
"ENSG00000148399.12",150,159,102,370,299,299,122,284,417,391,365,357
"ENSG00000165724.5",89,148,56,454,315,191,136,196,326,210,229,185
"ENSG00000197070.13",156,459,101,528,262,431,37,400,317,291,322,217
"ENSG00000283411.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203993.4",71,107,88,192,199,153,52,184,139,139,241,103
"ENSG00000181090.20",733,1216,661,2063,1645,1566,1950,1944,1419,1655,2151,1653
"ENSG00000274841.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233998.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255585.3",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000207693.1",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000203987.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148408.12",26,22,4,3,81,5,0,106,13,24,6,42
"ENSG00000276388.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229926.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159247.13",59,52,58,140,84,6,109,64,0,45,21,247
"ENSG00000278130.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237419.1",0,0,0,0,2,3,0,0,1,0,0,0
"ENSG00000233013.10",1,1,0,5,5,1,0,0,1,9,1,3
"ENSG00000223256.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250210.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260370.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237297.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261456.5",1,24,0,0,8,0,0,0,1,0,2,2
"ENSG00000232420.2",0,0,0,0,0,1,0,0,0,1,0,0
"ENSG00000015171.19",1215,1078,1049,4652,4953,1058,6627,3595,3821,4561,2655,3943
"ENSG00000276662.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212331.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151240.16",573,765,634,1182,1017,668,950,956,946,1024,972,1270
"ENSG00000201861.1",0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000239822.3",0,0,0,3,1,0,0,2,0,3,11,5
"ENSG00000233021.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225140.1",0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000263511.1",4,28,0,6,6,40,0,47,2,18,25,13
"ENSG00000180525.11",7,7,3,18,1,18,28,12,5,11,13,10
"ENSG00000231601.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107929.14",1464,1395,792,3223,3351,962,3238,2830,3188,3074,3103,2907
"ENSG00000229869.1",0,8,0,1,1,0,0,0,1,2,3,0
"ENSG00000205740.2",5,23,1,21,19,21,8,21,24,31,28,47
"ENSG00000107937.18",320,342,307,1729,1328,415,1342,875,1502,1331,956,1189
"ENSG00000148377.5",0,0,0,7,0,0,0,0,0,0,0,0
"ENSG00000232656.7",0,0,0,4,5,2,5,0,1,1,12,3
"ENSG00000067064.11",524,451,735,2879,6728,268,2548,2128,1656,2008,2179,1537
"ENSG00000047056.15",317,251,167,718,680,310,427,486,753,654,612,695
"ENSG00000229205.3",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000185736.15",8,14,0,422,15,22,31,13,185,22,3,16
"ENSG00000282390.1",0,0,0,8,0,1,0,0,10,2,0,0
"ENSG00000233052.1",0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000205696.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234962.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226694.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278069.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252998.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227912.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231326.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212156.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234556.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234170.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237500.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235281.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231743.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234182.1",3,6,0,32,116,0,3,1,4,1,16,0
"ENSG00000273001.1",0,9,0,3,3,1,7,3,2,3,0,3
"ENSG00000067057.16",291,322,748,1357,534,535,601,729,473,577,307,681
"ENSG00000278419.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000107959.15",712,835,483,4244,2468,767,3359,1372,2422,2325,2309,1588
"ENSG00000237399.7",2,2,6,9,4,2,5,8,5,3,8,10
"ENSG00000236968.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226762.2",0,0,0,0,0,0,0,2,1,0,0,1
"ENSG00000227338.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233321.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236892.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229672.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228353.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000067082.14",548,589,256,8940,1376,752,1618,970,1068,2296,1086,4318
"ENSG00000230573.1",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000226005.4",1,13,0,0,5,3,0,18,4,26,1,22
"ENSG00000274809.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227101.1",0,0,0,0,0,0,0,0,0,0,0,0
